Meldedatum, difference, group, trend, value
2020-03-03, , Inc_0-50, , 411
2020-03-04, , Inc_0-50, , 411
2020-03-05, , Inc_0-50, , 410
2020-03-06, , Inc_0-50, , 410
2020-03-07, , Inc_0-50, , 410
2020-03-08, , Inc_0-50, , 410
2020-03-09, , Inc_0-50, , 410
2020-03-10, -1, Inc_0-50, -0.1667, 410
2020-03-11, -1, Inc_0-50, -0.1667, 410
2020-03-12, , Inc_0-50, , 410
2020-03-13, , Inc_0-50, , 410
2020-03-14, , Inc_0-50, , 410
2020-03-15, , Inc_0-50, , 410
2020-03-16, , Inc_0-50, , 410
2020-03-17, -1, Inc_0-50, -0.1667, 409
2020-03-18, -3, Inc_0-50, -0.5, 407
2020-03-19, -4, Inc_0-50, -0.6667, 406
2020-03-20, -11, Inc_0-50, -1.8333, 399
2020-03-21, -23, Inc_0-50, -3.8333, 387
2020-03-22, -32, Inc_0-50, -5.3333, 378
2020-03-23, -40, Inc_0-50, -6.6667, 370
2020-03-24, -44, Inc_0-50, -7.3333, 365
2020-03-25, -54, Inc_0-50, -9, 353
2020-03-26, -65, Inc_0-50, -10.8333, 341
2020-03-27, -73, Inc_0-50, -12.1667, 326
2020-03-28, -74, Inc_0-50, -12.3333, 313
2020-03-29, -72, Inc_0-50, -12, 306
2020-03-30, -72, Inc_0-50, -12, 298
2020-03-31, -64, Inc_0-50, -10.6667, 301
2020-04-01, -62, Inc_0-50, -10.3333, 291
2020-04-02, -57, Inc_0-50, -9.5, 284
2020-04-03, -38, Inc_0-50, -6.3333, 288
2020-04-04, -37, Inc_0-50, -6.1667, 276
2020-04-05, -30, Inc_0-50, -5, 276
2020-04-06, -14, Inc_0-50, -2.3333, 284
2020-04-07, -14, Inc_0-50, -2.3333, 287
2020-04-08, -1, Inc_0-50, -0.1667, 290
2020-04-09, 1, Inc_0-50, 0.1667, 285
2020-04-10, 12, Inc_0-50, 2, 300
2020-04-11, 45, Inc_0-50, 7.5, 321
2020-04-12, 59, Inc_0-50, 9.8333, 335
2020-04-13, 51, Inc_0-50, 8.5, 335
2020-04-14, 57, Inc_0-50, 9.5, 344
2020-04-15, 67, Inc_0-50, 11.1667, 357
2020-04-16, 80, Inc_0-50, 13.3333, 365
2020-04-17, 69, Inc_0-50, 11.5, 369
2020-04-18, 50, Inc_0-50, 8.3333, 371
2020-04-19, 45, Inc_0-50, 7.5, 380
2020-04-20, 46, Inc_0-50, 7.6667, 381
2020-04-21, 36, Inc_0-50, 6, 380
2020-04-22, 22, Inc_0-50, 3.6667, 379
2020-04-23, 19, Inc_0-50, 3.1667, 384
2020-04-24, 18, Inc_0-50, 3, 387
2020-04-25, 19, Inc_0-50, 3.1667, 390
2020-04-26, 10, Inc_0-50, 1.6667, 390
2020-04-27, 13, Inc_0-50, 2.1667, 394
2020-04-28, 17, Inc_0-50, 2.8333, 397
2020-04-29, 19, Inc_0-50, 3.1667, 398
2020-04-30, 19, Inc_0-50, 3.1667, 403
2020-05-01, 18, Inc_0-50, 3, 405
2020-05-02, 17, Inc_0-50, 2.8333, 407
2020-05-03, 17, Inc_0-50, 2.8333, 407
2020-05-04, 15, Inc_0-50, 2.5, 409
2020-05-05, 12, Inc_0-50, 2, 409
2020-05-06, 11, Inc_0-50, 1.8333, 409
2020-05-07, 6, Inc_0-50, 1, 409
2020-05-08, 1, Inc_0-50, 0.1667, 406
2020-05-09, , Inc_0-50, , 407
2020-05-10, -1, Inc_0-50, -0.1667, 406
2020-05-11, -2, Inc_0-50, -0.3333, 407
2020-05-12, -1, Inc_0-50, -0.1667, 408
2020-05-13, -2, Inc_0-50, -0.3333, 407
2020-05-14, -3, Inc_0-50, -0.5, 406
2020-05-15, , Inc_0-50, , 406
2020-05-16, -1, Inc_0-50, -0.1667, 406
2020-05-17, 1, Inc_0-50, 0.1667, 407
2020-05-18, -1, Inc_0-50, -0.1667, 406
2020-05-19, 1, Inc_0-50, 0.1667, 409
2020-05-20, 1, Inc_0-50, 0.1667, 408
2020-05-21, 4, Inc_0-50, 0.6667, 410
2020-05-22, 4, Inc_0-50, 0.6667, 410
2020-05-23, 4, Inc_0-50, 0.6667, 410
2020-05-24, 4, Inc_0-50, 0.6667, 411
2020-05-25, 4, Inc_0-50, 0.6667, 410
2020-05-26, 1, Inc_0-50, 0.1667, 410
2020-05-27, 2, Inc_0-50, 0.3333, 410
2020-05-28, 1, Inc_0-50, 0.1667, 411
2020-05-29, , Inc_0-50, , 410
2020-05-30, , Inc_0-50, , 410
2020-05-31, -1, Inc_0-50, -0.1667, 410
2020-06-01, , Inc_0-50, , 410
2020-06-02, , Inc_0-50, , 410
2020-06-03, 1, Inc_0-50, 0.1667, 411
2020-06-04, , Inc_0-50, , 411
2020-06-05, , Inc_0-50, , 410
