Meldedatum, difference, group, quantity, trend, value
2022-06-08, , gleichbleibend, 17, , 23.5
2022-06-15, 9.8, gleichbleibend, 21, 0.2475, 33.3
2022-06-22, -6, gleichbleibend, 22, -0.2206, 27.3
2022-06-29, 4.5, gleichbleibend, 22, 0.1136, 31.8
2022-07-06, 22.7, gleichbleibend, 22, 0.5732, 54.5
2022-07-13, -9, gleichbleibend, 22, -0.3309, 45.5
2022-07-20, 18.1, gleichbleibend, 22, 0.4571, 63.6
2022-07-27, -13.6, gleichbleibend, 22, -0.5, 50
2022-08-03, -22.7, gleichbleibend, 22, -0.8346, 27.3
2022-08-10, -4.6, gleichbleibend, 22, -0.1691, 22.7
2022-08-17, -4.5, gleichbleibend, 22, -0.1654, 18.2
2022-08-24, 13.6, gleichbleibend, 22, 0.3434, 31.8
2022-08-31, 18.2, gleichbleibend, 22, 0.4596, 50
2022-09-07, 4.5, gleichbleibend, 22, 0.1136, 54.5
2022-09-14, -27.2, gleichbleibend, 22, -1, 27.3
2022-09-21, -4.6, gleichbleibend, 22, -0.1691, 22.7
2022-09-28, 4.6, gleichbleibend, 22, 0.1162, 27.3
2022-10-05, 4.5, gleichbleibend, 22, 0.1136, 31.8
2022-10-12, 39.6, gleichbleibend, 21, 1, 71.4
2022-10-19, -16.4, gleichbleibend, 20, -0.6029, 55
2022-10-26, -10, gleichbleibend, 20, -0.3676, 45
2022-11-02, -5, gleichbleibend, 20, -0.1838, 40
2022-11-09, , gleichbleibend, 20, , 40
2022-11-16, 1.2, gleichbleibend, 17, 0.0303, 41.2
2022-11-23, 12.6, gleichbleibend, 13, 0.3182, 53.8
