Meldedatum, difference, group, quantity, trend, value
2022-06-08, , gleichbleibend, 19, , 31.6
2022-06-15, 1.7, gleichbleibend, 24, 0.0392, 33.3
2022-06-22, -13.3, gleichbleibend, 25, -0.475, 20
2022-06-29, 8, gleichbleibend, 25, 0.1843, 28
2022-07-06, 16, gleichbleibend, 25, 0.3687, 44
2022-07-13, 12, gleichbleibend, 25, 0.2765, 56
2022-07-20, 4, gleichbleibend, 25, 0.0922, 60
2022-07-27, -16, gleichbleibend, 25, -0.5714, 44
2022-08-03, -28, gleichbleibend, 25, -1, 16
2022-08-10, 8, gleichbleibend, 25, 0.1843, 24
2022-08-17, , gleichbleibend, 25, , 24
2022-08-24, 12, gleichbleibend, 25, 0.2765, 36
2022-08-31, 8, gleichbleibend, 25, 0.1843, 44
2022-09-07, 8, gleichbleibend, 25, 0.1843, 52
2022-09-14, -20, gleichbleibend, 25, -0.7143, 32
2022-09-21, -12, gleichbleibend, 25, -0.4286, 20
2022-09-28, , gleichbleibend, 25, , 20
2022-10-05, 12, gleichbleibend, 25, 0.2765, 32
2022-10-12, 20, gleichbleibend, 25, 0.4608, 52
2022-10-19, -8, gleichbleibend, 25, -0.2857, 44
2022-10-26, -16, gleichbleibend, 25, -0.5714, 28
2022-11-02, 12, gleichbleibend, 25, 0.2765, 40
2022-11-09, 8, gleichbleibend, 25, 0.1843, 48
2022-11-16, -4, gleichbleibend, 25, -0.1429, 44
2022-11-23, 36, gleichbleibend, 25, 0.8295, 80
2022-11-30, -16, gleichbleibend, 25, -0.5714, 64
2022-12-07, -26.5, gleichbleibend, 24, -0.9464, 37.5
2022-12-14, -5.9, gleichbleibend, 19, -0.2107, 31.6
2022-12-21, 43.4, gleichbleibend, 8, 1, 75
