Meldedatum, value, difference, trend
2020-04-04, 44.4, 6.3794, 0.0154
2020-04-05, 44, 6.9837, 0.0169
2020-04-06, 43.3, 4.7683, 0.0115
2020-04-07, 42.8, 3.1873, 0.0077
2020-04-08, 41.7, 0.2943, 0.0007
2020-04-09, 40.5, -1.7492, -0.007
2020-04-10, 38.6, -3.6138, -0.0145
2020-04-11, 35.2, -6.1247, -0.0246
2020-04-12, 33.4, -9.3035, -0.0374
2020-04-13, 32.6, -9.9883, -0.0401
2020-04-14, 30.1, -11.4684, -0.0461
2020-04-15, 26.9, -12.3623, -0.0497
2020-04-16, 24.5, -13.7403, -0.0552
2020-04-17, 22.7, -14.2364, -0.0572
2020-04-18, 22.4, -11.5261, -0.0463
2020-04-19, 21.4, -10.4124, -0.0418
2020-04-20, 20.8, -10.3439, -0.0416
2020-04-21, 21, -8.2199, -0.033
2020-04-22, 20.6, -5.3017, -0.0213
2020-04-23, 19.6, -3.5585, -0.0143
2020-04-24, 18, -3.0191, -0.0121
2020-04-25, 16.7, -4.5304, -0.0182
2020-04-26, 15.7, -4.2853, -0.0172
2020-04-27, 14.8, -4.8344, -0.0194
2020-04-28, 14.1, -5.7619, -0.0231
2020-04-29, 13.3, -6.598, -0.0265
2020-04-30, 12, -6.6893, -0.0269
2020-05-01, 11.2, -5.8532, -0.0235
2020-05-02, 10.1, -5.6958, -0.0229
2020-05-03, 9.3, -5.9228, -0.0238
2020-05-04, 8.9, -5.4495, -0.0219
2020-05-05, 8.5, -5.3089, -0.0213
2020-05-06, 8, -4.8272, -0.0194
2020-05-07, 7.8, -3.9213, -0.0158
2020-05-08, 7.5, -3.7495, -0.0151
2020-05-09, 7.5, -2.2069, -0.0089
2020-05-10, 7.6, -1.5294, -0.0061
2020-05-11, 7.5, -1.4669, -0.0059
2020-05-12, 7.5, -0.9539, -0.0038
2020-05-13, 7.2, -0.728, -0.0029
2020-05-14, 6.8, -0.7569, -0.003
2020-05-15, 6.3, -0.8013, -0.0032
2020-05-16, 6, -1.557, -0.0063
2020-05-17, 5.8, -1.6675, -0.0067
2020-05-18, 5.7, -1.754, -0.007
2020-05-19, 5.6, -1.9883, -0.008
2020-05-20, 5.4, -1.6483, -0.0066
2020-05-21, 5.3, -1.4957, -0.006
2020-05-22, 4.8, -1.4897, -0.006
2020-05-23, 4.6, -1.1605, -0.0047
2020-05-24, 4.4, -1.0933, -0.0044
2020-05-25, 4.3, -1.0981, -0.0044
2020-05-26, 4.2, -0.9791, -0.0039
2020-05-27, 4, -1.3395, -0.0054
2020-05-28, 3.8, -1.2362, -0.005
2020-05-29, 4, -0.6247, -0.0025
2020-05-30, 3.9, -0.6187, -0.0025
2020-05-31, 3.9, -0.6548, -0.0026
2020-06-01, 3.9, -0.5118, -0.0021
2020-06-02, 3.5, -0.5827, -0.0023
2020-06-03, 3.1, -0.555, -0.0022
2020-06-04, 3, -0.7677, -0.0031
2020-06-05, 3, -0.9719, -0.0039
2020-06-06, 3, -0.9203, -0.0037
2020-06-07, 2.8, -0.9215, -0.0037
2020-06-08, 2.8, -1.008, -0.004
2020-06-09, 3, -0.5418, -0.0022
2020-06-10, 3.2, -0.0913, -0.0004
2020-06-11, 3.2, 0.3112, 0.0008
2020-06-12, 2.9, 0.0276, 0.0001
2020-06-13, 2.8, -0.0925, -0.0004
2020-06-14, 2.8, -0.0625, -0.0003
2020-06-15, 2.8, -0.0565, -0.0002
2020-06-16, 2.8, -0.2187, -0.0009
2020-06-17, 2.9, -0.3412, -0.0014
2020-06-18, 3.3, -0.3412, -0.0014
2020-06-19, 3.9, 0.5334, 0.0013
2020-06-20, 4.7, 0.9527, 0.0023
2020-06-21, 5, 1.4741, 0.0036
2020-06-22, 5, 1.8766, 0.0045
2020-06-23, 5.3, 2.1108, 0.0051
2020-06-24, 5.3, 2.1589, 0.0052
2020-06-25, 4.9, 1.5414, 0.0037
2020-06-26, 4.6, 0.7833, 0.0019
2020-06-27, 4.1, 0.3027, 0.0007
2020-06-28, 3.8, -0.4505, -0.0018
2020-06-29, 3.8, -0.8902, -0.0036
2020-06-30, 3.8, -1.2266, -0.0049
2020-07-01, 3.7, -1.3059, -0.0052
2020-07-02, 3.6, -0.7977, -0.0032
2020-07-03, 3.5, -0.7629, -0.0031
2020-07-04, 3.3, -0.7569, -0.003
2020-07-05, 3.3, -0.6043, -0.0024
2020-07-06, 3.2, -0.5791, -0.0023
2020-07-07, 3.1, -0.5887, -0.0024
2020-07-08, 3, -0.5238, -0.0021
2020-07-09, 3, -0.549, -0.0022
2020-07-10, 3, -0.4733, -0.0019
2020-07-11, 3, -0.3544, -0.0014
2020-07-12, 2.9, -0.2943, -0.0012
2020-07-13, 2.9, -0.2979, -0.0012
2020-07-14, 2.9, -0.137, -0.0006
2020-07-15, 3, -0.1225, -0.0005
2020-07-16, 3.1, 0.006, 
2020-07-17, 3.3, 0.2595, 0.0006
2020-07-18, 3.4, 0.4505, 0.0011
2020-07-19, 3.6, 0.4073, 0.001
2020-07-20, 3.7, 0.5286, 0.0013
2020-07-21, 3.8, 0.6427, 0.0016
2020-07-22, 3.9, 0.6788, 0.0016
2020-07-23, 4.1, 0.6475, 0.0016
2020-07-24, 4.2, 0.7689, 0.0019
2020-07-25, 4.6, 0.9251, 0.0022
2020-07-26, 4.7, 0.8854, 0.0021
2020-07-27, 4.7, 0.9503, 0.0023
2020-07-28, 4.8, 0.9635, 0.0023
2020-07-29, 5.1, 1.1665, 0.0028
2020-07-30, 5.3, 1.3516, 0.0033
2020-07-31, 5.6, 1.2458, 0.003
2020-08-01, 5.7, 1.0632, 0.0026
2020-08-02, 5.7, 1.074, 0.0026
2020-08-03, 5.8, 1.0488, 0.0025
2020-08-04, 6.1, 1.2374, 0.003
2020-08-05, 6.4, 1.0404, 0.0025
2020-08-06, 6.6, 0.9791, 0.0024
2020-08-07, 7, 1.1245, 0.0027
2020-08-08, 7.1, 1.2591, 0.003
2020-08-09, 7.3, 1.3744, 0.0033
2020-08-10, 7.3, 1.3564, 0.0033
2020-08-11, 7.7, 1.1233, 0.0027
2020-08-12, 7.9, 1.4585, 0.0035
2020-08-13, 8.5, 1.6892, 0.0041
2020-08-14, 8.9, 1.6759, 0.0041
2020-08-15, 9.3, 1.9619, 0.0047
2020-08-16, 9.4, 1.8814, 0.0045
2020-08-17, 9.6, 2.0111, 0.0049
2020-08-18, 10.1, 2.1805, 0.0053
2020-08-19, 10.5, 2.231, 0.0054
2020-08-20, 10.8, 2.058, 0.005
2020-08-21, 10.9, 1.6591, 0.004
2020-08-22, 11.2, 1.903, 0.0046
2020-08-23, 11.4, 2.0315, 0.0049
2020-08-24, 11.5, 1.9907, 0.0048
2020-08-25, 11.4, 1.2819, 0.0031
2020-08-26, 11.3, 0.9551, 0.0023
2020-08-27, 11.2, 0.4373, 0.0011
2020-08-28, 11.1, 0.4301, 0.001
2020-08-29, 10.8, -0.5707, -0.0023
2020-08-30, 10.7, -0.7485, -0.003
2020-08-31, 10.6, -0.9443, -0.0038
2020-09-01, 10.3, -0.8434, -0.0034
2020-09-02, 10.1, -1.1305, -0.0045
2020-09-03, 9.9, -1.2146, -0.0049
2020-09-04, 9.8, -1.2422, -0.005
2020-09-05, 10, -0.9935, -0.004
2020-09-06, 10.3, -0.6644, -0.0027
2020-09-07, 10.3, -0.3905, -0.0016
2020-09-08, 10.6, 0.2259, 0.0005
2020-09-09, 10.7, 0.2955, 0.0007
2020-09-10, 11.1, 1.217, 0.0029
2020-09-11, 11.2, 1.2795, 0.0031
2020-09-12, 11.4, 1.4429, 0.0035
2020-09-13, 11.5, 1.0692, 0.0026
2020-09-14, 11.8, 1.1569, 0.0028
2020-09-15, 11.8, 0.7953, 0.0019
2020-09-16, 12.6, 1.5834, 0.0038
2020-09-17, 13.1, 1.5738, 0.0038
2020-09-18, 14, 2.064, 0.005
2020-09-19, 14.6, 2.6455, 0.0064
2020-09-20, 14.8, 2.9951, 0.0072
2020-09-21, 14.8, 2.7812, 0.0067
2020-09-22, 15, 3.1404, 0.0076
2020-09-23, 14.7, 2.2526, 0.0054
2020-09-24, 14.8, 1.6855, 0.0041
2020-09-25, 14.8, 1.032, 0.0025
2020-09-26, 15, 0.6379, 0.0015
2020-09-27, 15.5, 0.4986, 0.0012
2020-09-28, 15.7, 0.9022, 0.0022
2020-09-29, 15.9, 1.05, 0.0025
2020-09-30, 16.3, 1.2759, 0.0031
2020-10-01, 17, 1.6964, 0.0041
2020-10-02, 17.6, 2.2442, 0.0054
2020-10-03, 18.3, 2.1913, 0.0053
2020-10-04, 18.8, 2.7656, 0.0067
2020-10-05, 19.2, 2.774, 0.0067
2020-10-06, 19.9, 3.2546, 0.0079
2020-10-07, 21.6, 4.0943, 0.0099
2020-10-08, 23.7, 5.3101, 0.0128
2020-10-09, 25.8, 6.908, 0.0167
2020-10-10, 28.3, 8.7629, 0.0212
2020-10-11, 30.1, 9.7012, 0.0235
2020-10-12, 31.4, 10.6527, 0.0258
2020-10-13, 33.5, 11.7496, 0.0284
2020-10-14, 35.7, 12.8416, 0.0311
2020-10-15, 39, 13.8328, 0.0334
2020-10-16, 42.9, 15.063, 0.0364
2020-10-17, 46.4, 16.2115, 0.0392
2020-10-18, 48.8, 17.0249, 0.0412
2020-10-19, 50.5, 17.9391, 0.0434
2020-10-20, 53.2, 19.0432, 0.046
2020-10-21, 58.1, 19.8553, 0.048
2020-10-22, 64.3, 22.1584, 0.0536
2020-10-23, 71.5, 23.0042, 0.0556
2020-10-24, 78.8, 27.7809, 0.0672
2020-10-25, 85.3, 31.9941, 0.0774
2020-10-26, 89.9, 35.5082, 0.0859
2020-10-27, 96.6, 38.3074, 0.0926
2020-10-28, 104.4, 42.2612, 0.1022
2020-10-29, 112.6, 42.7105, 0.1033
2020-10-30, 119.7, 44.5618, 0.1078
2020-10-31, 126.2, 42.5099, 0.1028
2020-11-01, 129.7, 39.6253, 0.0958
2020-11-02, 133.4, 39.1088, 0.0946
2020-11-03, 137.2, 37.1865, 0.0899
2020-11-04, 141.3, 32.1251, 0.0777
2020-11-05, 143.6, 27.7761, 0.0672
2020-11-06, 146.6, 23.8055, 0.0576
2020-11-07, 149.2, 22.3746, 0.0541
2020-11-08, 151.5, 20.993, 0.0508
2020-11-09, 151, 18.8534, 0.0456
2020-11-10, 151.9, 14.8912, 0.036
2020-11-11, 152.2, 12.3443, 0.0298
2020-11-12, 154, 12.1064, 0.0293
2020-11-13, 155.5, 11.7015, 0.0283
2020-11-14, 155.3, 8.0193, 0.0194
2020-11-15, 155.2, 6.9248, 0.0167
2020-11-16, 153.6, 4.3298, 0.0105
2020-11-17, 152.1, 2.3163, 0.0056
2020-11-18, 153, 0.7653, 0.0019
2020-11-19, 154.1, 0.0156, 
2020-11-20, 154.4, -1.4236, -0.0057
2020-11-21, 155.6, -0.5058, -0.002
2020-11-22, 154.3, -1.8489, -0.0074
2020-11-23, 154.3, -0.2187, -0.0009
2020-11-24, 154.7, 0.4109, 0.001
2020-11-25, 153.5, 0.6956, 0.0017
2020-11-26, 151.6, -1.1245, -0.0045
2020-11-27, 150.3, -2.4965, -0.01
2020-11-28, 147.7, -4.9761, -0.02
2020-11-29, 148, -5.1503, -0.0207
2020-11-30, 147.9, -4.6926, -0.0189
2020-12-01, 145.8, -5.2501, -0.0211
2020-12-02, 145.6, -5.5612, -0.0223
2020-12-03, 147, -3.8312, -0.0154
2020-12-04, 149, -1.8297, -0.0074
2020-12-05, 151.5, 2.565, 0.0062
2020-12-06, 152.4, 6.1944, 0.015
2020-12-07, 154.1, 7.5267, 0.0182
2020-12-08, 157.9, 10.3427, 0.025
2020-12-09, 162.2, 14.8071, 0.0358
2020-12-10, 167.5, 15.4546, 0.0374
2020-12-11, 173, 21.333, 0.0516
2020-12-12, 179.1, 25.0165, 0.0605
2020-12-13, 184.9, 27.0348, 0.0654
2020-12-14, 187.7, 30.1596, 0.0729
2020-12-15, 190.8, 26.8005, 0.0648
2020-12-16, 195.8, 30.9453, 0.0748
2020-12-17, 200.2, 29.7812, 0.072
2020-12-18, 203.8, 28.8009, 0.0696
2020-12-19, 206.7, 26.1326, 0.0632
2020-12-20, 208.1, 23.3694, 0.0565
2020-12-21, 209.7, 20.9774, 0.0507
2020-12-22, 211.2, 23.8992, 0.0578
2020-12-23, 213.7, 15.2636, 0.0369
2020-12-24, 216.8, 16.9708, 0.041
2020-12-25, 203.8, 3.9742, 0.0096
2020-12-26, 183.9, -18.8534, -0.0757
2020-12-27, 171.7, -30.8672, -0.124
2020-12-28, 166.8, -39.3034, -0.1579
2020-12-29, 161.3, -48.3955, -0.1944
2020-12-30, 159.6, -53.708, -0.2158
2020-12-31, 156.1, -56.3799, -0.2265
2021-01-01, 154.2, -46.9118, -0.1885
2021-01-02, 150.7, -29.4868, -0.1185
2021-01-03, 148.9, -21.6826, -0.0871
2021-01-04, 147.7, -18.3848, -0.0739
2021-01-05, 146, -14.5284, -0.0584
2021-01-06, 145.9, -14.037, -0.0564
2021-01-07, 142.2, -17.9463, -0.0721
2021-01-08, 150.1, -5.3089, -0.0213
2021-01-09, 167.3, 12.6338, 0.0305
2021-01-10, 175.2, 22.5681, 0.0546
2021-01-11, 174.8, 27.1778, 0.0657
2021-01-12, 173.8, 29.7776, 0.072
2021-01-13, 168, 27.6391, 0.0668
2021-01-14, 163.4, 29.3475, 0.071
2021-01-15, 156.5, 9.5702, 0.0231
2021-01-16, 149, -14.6269, -0.0588
2021-01-17, 145.1, -26.1422, -0.105
2021-01-18, 142.9, -32.1143, -0.129
2021-01-19, 137.7, -32.9456, -0.1323
2021-01-20, 132.7, -31.4391, -0.1263
2021-01-21, 127.2, -32.1984, -0.1293
2021-01-22, 122.9, -30.7711, -0.1236
2021-01-23, 118.9, -26.5843, -0.1068
2021-01-24, 116.7, -24.8591, -0.0999
2021-01-25, 114.8, -23.2204, -0.0933
2021-01-26, 111.9, -23.8547, -0.0958
2021-01-27, 108.4, -22.5272, -0.0905
2021-01-28, 104, -20.8068, -0.0836
2021-01-29, 99.8, -20.9366, -0.0841
2021-01-30, 96.8, -21.7511, -0.0874
2021-01-31, 94.9, -20.9005, -0.084
2021-02-01, 93.9, -20.2698, -0.0814
2021-02-02, 92.9, -17.5883, -0.0707
2021-02-03, 89, -18.0184, -0.0724
2021-02-04, 86.1, -17.4297, -0.07
2021-02-05, 83.9, -14.4347, -0.058
2021-02-06, 80.8, -13.5048, -0.0543
2021-02-07, 79, -14.5788, -0.0586
2021-02-08, 77.6, -14.8684, -0.0597
2021-02-09, 75.6, -17.1702, -0.069
2021-02-10, 71.8, -14.9068, -0.0599
2021-02-11, 68, -16.5059, -0.0663
2021-02-12, 65.4, -17.7445, -0.0713
2021-02-13, 63.6, -17.2015, -0.0691
2021-02-14, 60.3, -18.2371, -0.0733
2021-02-15, 61.1, -17.0489, -0.0685
2021-02-16, 61.3, -14.1559, -0.0569
2021-02-17, 61.5, -10.9458, -0.044
2021-02-18, 61.1, -7.0341, -0.0283
2021-02-19, 60.9, -5.3221, -0.0214
2021-02-20, 61.1, -2.3619, -0.0095
2021-02-21, 63.8, 2.8485, 0.0069
2021-02-22, 62.9, 2.0099, 0.0049
2021-02-23, 62.9, 1.8117, 0.0044
2021-02-24, 64, 2.2334, 0.0054
2021-02-25, 65.6, 4.5052, 0.0109
2021-02-26, 66.4, 5.7282, 0.0139
2021-02-27, 67.3, 6.0141, 0.0145
2021-02-28, 67.2, 3.6114, 0.0087
2021-03-01, 67.7, 4.8356, 0.0117
2021-03-02, 68, 4.8908, 0.0118
2021-03-03, 69, 4.7046, 0.0114
2021-03-04, 69, 2.9975, 0.0072
2021-03-05, 69.3, 2.8737, 0.0069
2021-03-06, 69.5, 1.8261, 0.0044
2021-03-07, 70.3, 2.2706, 0.0055
2021-03-08, 70.2, 2.1649, 0.0052
2021-03-09, 70.4, 2.1589, 0.0052
2021-03-10, 71, 1.4224, 0.0034
2021-03-11, 74.3, 4.48, 0.0108
2021-03-12, 77.9, 6.932, 0.0168
2021-03-13, 81.4, 10.4485, 0.0253
2021-03-14, 84, 12.9317, 0.0313
2021-03-15, 85.8, 14.9621, 0.0362
2021-03-16, 88.2, 16.1599, 0.0391
2021-03-17, 93.3, 20.7528, 0.0502
2021-03-18, 98.5, 21.2237, 0.0513
2021-03-19, 102.8, 23.1627, 0.056
2021-03-20, 106.6, 23.8547, 0.0577
2021-03-21, 109.9, 24.7798, 0.0599
2021-03-22, 111.3, 24.3101, 0.0588
2021-03-23, 113.7, 24.3713, 0.0589
2021-03-24, 118.1, 21.9505, 0.0531
2021-03-25, 123.3, 22.9309, 0.0554
2021-03-26, 129.5, 23.5424, 0.0569
2021-03-27, 134.7, 24.9384, 0.0603
2021-03-28, 137.8, 25.8514, 0.0625
2021-03-29, 139.7, 27.1057, 0.0655
2021-03-30, 142.3, 27.1213, 0.0656
2021-03-31, 143.4, 24.1467, 0.0584
2021-04-01, 145, 20.8176, 0.0503
2021-04-02, 144.4, 14.8924, 0.036
2021-04-03, 138.9, 6.4851, 0.0157
2021-04-04, 132.7, -2.6899, -0.0108
2021-04-05, 132.2, -6.4286, -0.0258
2021-04-06, 127.4, -12.2529, -0.0492
2021-04-07, 116.7, -22.2257, -0.0893
2021-04-08, 116.4, -28.4152, -0.1141
2021-04-09, 121.6, -23.5844, -0.0947
2021-04-10, 131, -10.7728, -0.0433
2021-04-11, 139.9, 2.1301, 0.0052
2021-04-12, 142, 8.4542, 0.0204
2021-04-13, 148.1, 17.9283, 0.0434
2021-04-14, 166.4, 43.1118, 0.1042
2021-04-15, 172.2, 54.3435, 0.1314
2021-04-16, 171.4, 49.6689, 0.1201
2021-04-17, 171.1, 40.0278, 0.0968
2021-04-18, 170.7, 33.1102, 0.0801
2021-04-19, 170.6, 28.8465, 0.0698
2021-04-20, 170.8, 21.4171, 0.0518
2021-04-21, 172.3, 6.8972, 0.0167
2021-04-22, 173.3, 1.0152, 0.0025
2021-04-23, 173.8, 3.9057, 0.0094
2021-04-24, 173.6, 3.7207, 0.009
2021-04-25, 174, 3.3375, 0.0081
2021-04-26, 173.8, 3.985, 0.0096
2021-04-27, 173.7, 5.1912, 0.0126
2021-04-28, 170.4, 0.5022, 0.0012
2021-04-29, 165.2, -6.2568, -0.0251
2021-04-30, 160.3, -10.6046, -0.0426
2021-05-01, 155.8, -15.7982, -0.0635
2021-05-02, 152.2, -19.1129, -0.0768
2021-05-03, 149.8, -22.3194, -0.0897
2021-05-04, 146.1, -26.1182, -0.1049
2021-05-05, 141, -27.7665, -0.1115
2021-05-06, 136, -25.7085, -0.1033
2021-05-07, 130.8, -27.7532, -0.1115
2021-05-08, 126.4, -27.0408, -0.1086
2021-05-09, 122.8, -27.8638, -0.1119
2021-05-10, 121.2, -27.8457, -0.1119
2021-05-11, 119.1, -26.0016, -0.1045
2021-05-12, 114, -24.978, -0.1003
2021-05-13, 108.7, -25.5127, -0.1025
2021-05-14, 99.8, -29.0856, -0.1168
2021-05-15, 90.4, -34.1807, -0.1373
2021-05-16, 86.2, -35.5466, -0.1428
2021-05-17, 85, -35.901, -0.1442
2021-05-18, 82.4, -35.8854, -0.1442
2021-05-19, 77.1, -34.9976, -0.1406
2021-05-20, 70.9, -35.5683, -0.1429
2021-05-21, 69.4, -29.2009, -0.1173
2021-05-22, 69.3, -20.4788, -0.0823
2021-05-23, 66, -18.5434, -0.0745
2021-05-24, 63.3, -20.605, -0.0828
2021-05-25, 59.1, -21.0363, -0.0845
2021-05-26, 48.8, -25.9824, -0.1044
2021-05-27, 43.8, -26.9615, -0.1083
2021-05-28, 41.8, -27.4985, -0.1105
2021-05-29, 38.9, -29.3379, -0.1179
2021-05-30, 36.4, -29.3138, -0.1178
2021-05-31, 35.9, -27.3484, -0.1099
2021-06-01, 36.6, -23.2384, -0.0934
2021-06-02, 38.4, -9.9955, -0.0402
2021-06-03, 35.2, -6.95, -0.0279
2021-06-04, 30.6, -10.1109, -0.0406
2021-06-05, 27.1, -11.1921, -0.045
2021-06-06, 25.4, -10.4304, -0.0419
2021-06-07, 24.8, -10.8461, -0.0436
2021-06-08, 24, -12.2373, -0.0492
2021-06-09, 22.1, -16.0181, -0.0643
2021-06-10, 20.1, -14.7975, -0.0594
2021-06-11, 19.4, -11.0359, -0.0443
2021-06-12, 18.8, -7.9928, -0.0321
2021-06-13, 17.6, -7.415, -0.0298
2021-06-14, 16.9, -7.7021, -0.0309
2021-06-15, 16, -7.415, -0.0298
2021-06-16, 13.8, -7.5411, -0.0303
2021-06-17, 12, -7.6528, -0.0307
2021-06-18, 10.7, -8.328, -0.0335
2021-06-19, 9.7, -8.9011, -0.0358
2021-06-20, 9, -8.5082, -0.0342
2021-06-21, 8.8, -8.0048, -0.0322
2021-06-22, 8.4, -7.4786, -0.03
2021-06-23, 7.6, -5.9853, -0.024
2021-06-24, 7, -5.0098, -0.0201
2021-06-25, 6.6, -4.0979, -0.0165
2021-06-26, 6.2, -3.4216, -0.0137
2021-06-27, 5.9, -3.1068, -0.0125
2021-06-28, 5.8, -2.9554, -0.0119
2021-06-29, 5.7, -2.6394, -0.0106
2021-06-30, 5.5, -2.0376, -0.0082
2021-07-01, 5.5, -1.4609, -0.0059
2021-07-02, 5.3, -1.1978, -0.0048
2021-07-03, 5.3, -0.9959, -0.004
2021-07-04, 5.3, -0.6584, -0.0026
2021-07-05, 5.3, -0.5971, -0.0024
2021-07-06, 5.3, -0.4565, -0.0018
2021-07-07, 5.5, -0.1033, -0.0004
2021-07-08, 5.6, 0.1189, 0.0003
2021-07-09, 5.9, 0.5298, 0.0013
2021-07-10, 6.3, 0.9191, 0.0022
2021-07-11, 6.6, 1.211, 0.0029
2021-07-12, 6.7, 1.3383, 0.0032
2021-07-13, 7, 1.575, 0.0038
2021-07-14, 7.9, 2.04, 0.0049
2021-07-15, 8.7, 2.786, 0.0067
2021-07-16, 9.3, 3.1008, 0.0075
2021-07-17, 10.1, 3.5729, 0.0086
2021-07-18, 10.7, 3.8072, 0.0092
2021-07-19, 10.9, 3.9694, 0.0096
2021-07-20, 11.7, 4.3767, 0.0106
2021-07-21, 12.4, 4.2962, 0.0104
2021-07-22, 13.2, 4.1616, 0.0101
2021-07-23, 14, 4.54, 0.011
2021-07-24, 14.6, 4.2145, 0.0102
2021-07-25, 15, 3.7471, 0.0091
2021-07-26, 15.2, 4.009, 0.0097
2021-07-27, 15.5, 3.6054, 0.0087
2021-07-28, 16.4, 3.5561, 0.0086
2021-07-29, 17, 3.8444, 0.0093
2021-07-30, 17.5, 3.3351, 0.0081
2021-07-31, 18, 3.2449, 0.0078
2021-08-01, 18.5, 3.7183, 0.009
2021-08-02, 18.6, 3.4143, 0.0083
2021-08-03, 19.2, 3.4023, 0.0082
2021-08-04, 20, 3.4972, 0.0085
2021-08-05, 20.8, 3.3218, 0.008
2021-08-06, 21.9, 3.8384, 0.0093
2021-08-07, 23.1, 4.3178, 0.0104
2021-08-08, 24.1, 5.0975, 0.0123
2021-08-09, 24.5, 5.3197, 0.0129
2021-08-10, 25.5, 5.6525, 0.0137
2021-08-11, 27.7, 6.586, 0.0159
2021-08-12, 30.2, 8.2307, 0.0199
2021-08-13, 32.5, 9.7372, 0.0235
2021-08-14, 35.2, 11.442, 0.0277
2021-08-15, 37.4, 12.3719, 0.0299
2021-08-16, 38.5, 13.0795, 0.0316
2021-08-17, 40.5, 13.852, 0.0335
2021-08-18, 44.5, 15.6973, 0.038
2021-08-19, 48.2, 16.5695, 0.0401
2021-08-20, 52.1, 18.7116, 0.0452
2021-08-21, 55.8, 18.8822, 0.0457
2021-08-22, 58.4, 19.4949, 0.0471
2021-08-23, 59.7, 20.2518, 0.049
2021-08-24, 62.1, 20.611, 0.0498
2021-08-25, 66.9, 20.4632, 0.0495
2021-08-26, 71.7, 21.7547, 0.0526
2021-08-27, 75.2, 21.4363, 0.0518
2021-08-28, 77.1, 20.5581, 0.0497
2021-08-29, 79, 19.5562, 0.0473
2021-08-30, 79.7, 19.3567, 0.0468
2021-08-31, 80.4, 16.7702, 0.0406
2021-09-01, 82.4, 14.3758, 0.0348
2021-09-02, 84.8, 10.9158, 0.0264
2021-09-03, 86.1, 9.8946, 0.0239
2021-09-04, 88.1, 8.5286, 0.0206
2021-09-05, 89.4, 9.0188, 0.0218
2021-09-06, 89.8, 8.4241, 0.0204
2021-09-07, 89.7, 8.9816, 0.0217
2021-09-08, 90.4, 6.9861, 0.0169
2021-09-09, 89.6, 6.6256, 0.016
2021-09-10, 89.3, 3.5861, 0.0087
2021-09-11, 88.1, 2.094, 0.0051
2021-09-12, 87, -2.953, -0.0119
2021-09-13, 86.1, -2.3487, -0.0094
2021-09-14, 85.9, -2.7199, -0.0109
2021-09-15, 83.8, -4.7719, -0.0192
2021-09-16, 81.5, -7.2239, -0.029
2021-09-17, 79, -9.1029, -0.0366
2021-09-18, 76.3, -10.7957, -0.0434
2021-09-19, 74.5, -9.6628, -0.0388
2021-09-20, 73.9, -10.8798, -0.0437
