Altersgruppe, Week, difference, trend, value
60-79, 2022-15, 1.3, 0.114, 40.6
60-79, 2022-16, -5.2, -0.6265, 35.4
60-79, 2022-17, -5.4, -0.6506, 30
60-79, 2022-18, -3.5, -0.4217, 26.5
60-79, 2022-19, -3.3, -0.3976, 23.2
60-79, 2022-20, -4.5, -0.5422, 18.7
60-79, 2022-21, -3.1, -0.3735, 15.6
60-79, 2022-22, 3, 0.2632, 18.6
60-79, 2022-23, 5, 0.4386, 23.6
60-79, 2022-24, 5.5, 0.4825, 29.1
60-79, 2022-25, 5.2, 0.4561, 34.3
60-79, 2022-26, 2.8, 0.2456, 37.1
60-79, 2022-27, 1.1, 0.0965, 38.2
60-79, 2022-28, 2.7, 0.2368, 40.9
60-79, 2022-29, -0.5, -0.0602, 40.4
60-79, 2022-30, -5.3, -0.6386, 35.1
60-79, 2022-31, -4.8, -0.5783, 30.3
60-79, 2022-32, -3.4, -0.4096, 26.9
60-79, 2022-33, -1.9, -0.2289, 25
60-79, 2022-34, -3.4, -0.4096, 21.6
60-79, 2022-35, -1.4, -0.1687, 20.2
60-79, 2022-36, 0.2, 0.0175, 20.4
60-79, 2022-37, 3, 0.2632, 23.4
60-79, 2022-38, 4.9, 0.4298, 28.3
60-79, 2022-39, 11.4, 1, 39.7
60-79, 2022-40, 7.6, 0.6667, 47.3
60-79, 2022-41, -0.6, -0.0723, 46.7
60-79, 2022-42, -4.1, -0.494, 42.6
60-79, 2022-43, -7.5, -0.9036, 35.1
60-79, 2022-44, -8.3, -1, 26.8
60-79, 2022-45, -5.7, -0.6867, 21.1
60-79, 2022-46, -3, -0.3614, 18.1
60-79, 2022-47, -0.1, -0.012, 18
60-79, 2022-48, 1.8, 0.1579, 19.8
60-79, 2022-49, 2.2, 0.193, 22
60-79, 2022-50, 2.7, 0.2368, 24.7
60-79, 2022-51, 6.9, 0.6053, 31.6
60-79, 2022-52, -3.6, -0.4337, 28
60-79, 2023-01, -8.2, -0.988, 19.8
60-79, 2023-02, -7.1, -0.8554, 12.7
60-79, 2023-03, -3.4, -0.4096, 9.3
60-79, 2023-04, 0.3, 0.0263, 9.6
60-79, 2023-05, 2.2, 0.193, 11.8
60-79, 2023-06, 1.5, 0.1316, 13.3
