Meldedatum, difference, group, quantity, trend, value
2022-06-08, , steigend, 17, , 70.6
2022-06-15, -3.9, steigend, 21, -0.0973, 66.7
2022-06-22, -3.1, steigend, 22, -0.0773, 63.6
2022-06-29, , steigend, 22, , 63.6
2022-07-06, -27.2, steigend, 22, -0.6783, 36.4
2022-07-13, , steigend, 22, , 36.4
2022-07-20, -13.7, steigend, 22, -0.3416, 22.7
2022-07-27, -13.6, steigend, 22, -0.3392, 9.1
2022-08-03, -9.1, steigend, 22, -0.2269, 
2022-08-10, , steigend, 22, , 
2022-08-17, 9.1, steigend, 22, 0.3346, 9.1
2022-08-24, 4.5, steigend, 22, 0.1654, 13.6
2022-08-31, , steigend, 22, , 13.6
2022-09-07, 13.7, steigend, 22, 0.5037, 27.3
2022-09-14, 27.2, steigend, 22, 1, 54.5
2022-09-21, 18.2, steigend, 22, 0.6691, 72.7
2022-09-28, , steigend, 22, , 72.7
2022-10-05, -13.6, steigend, 22, -0.3392, 59.1
2022-10-12, -40.1, steigend, 21, -1, 19
2022-10-19, -9, steigend, 20, -0.2244, 10
2022-10-26, -10, steigend, 20, -0.2494, 
2022-11-02, 15, steigend, 20, 0.5515, 15
2022-11-09, -5, steigend, 20, -0.1247, 10
2022-11-16, 1.8, steigend, 17, 0.0662, 11.8
2022-11-23, 3.6, steigend, 13, 0.1324, 15.4
