Week, difference, trend, value
2022-W33, 19, 0.0361, 863
2022-W34, -258, -1, 605
2022-W35, 49, 0.093, 654
2022-W36, -108, -0.4186, 546
2022-W37, 97, 0.1841, 643
2022-W38, -116, -0.4496, 527
2022-W39, 80, 0.1518, 607
2022-W40, -133, -0.5155, 474
2022-W41, 420, 0.797, 894
2022-W42, 172, 0.3264, 1066
2022-W43, 21, 0.0398, 1087
2022-W44, -97, -0.376, 990
2022-W45, 69, 0.1309, 1059
2022-W46, -15, -0.0581, 1044
2022-W47, -164, -0.6357, 880
2022-W48, -183, -0.7093, 697
2022-W49, 83, 0.1575, 780
2022-W50, 148, 0.2808, 928
2022-W51, -54, -0.2093, 874
2022-W52, -175, -0.6783, 699
2023-W01, 527, 1, 1226
2023-W02, -138, -0.5349, 1088
2023-W03, -155, -0.6008, 933
2023-W04, -186, -0.7209, 747
2023-W05, -65, -0.2519, 682
2023-W06, -51, -0.1977, 631
2023-W07, -86, -0.3333, 545
2023-W08, -16, -0.062, 529
2023-W09, 60, 0.1139, 589
2023-W10, 69, 0.1309, 658
2023-W11, -52, -0.2016, 606
2023-W12, 78, 0.148, 684
2023-W13, -50, -0.1938, 634
2023-W14, -190, -0.7364, 444
2023-W15, 131, 0.2486, 575
2023-W16, -33, -0.1279, 542
2023-W17, -26, -0.1008, 516
2023-W18, -155, -0.6008, 361
2023-W19, 62, 0.1176, 423
2023-W20, -225, -0.8721, 198
2023-W21, 54, 0.1025, 252
