Altersgruppe, Week, difference, trend, value
5-14, 2021-15, 2.7, 0.1929, 19.1
5-14, 2021-16, -0.1, -0.0141, 19
5-14, 2021-17, -2.7, -0.3803, 16.3
5-14, 2021-18, -0.1, -0.0141, 16.2
5-14, 2021-19, -2.3, -0.3239, 13.9
5-14, 2021-20, -4.4, -0.6197, 9.5
5-14, 2021-21, -1.7, -0.2394, 7.8
5-14, 2021-22, -0.8, -0.1127, 7
5-14, 2021-23, -2.1, -0.2958, 4.9
5-14, 2021-24, -2, -0.2817, 2.9
5-14, 2021-25, -1.1, -0.1549, 1.8
5-14, 2021-26, -0.7, -0.0986, 1.1
5-14, 2021-27, 0.1, 0.0071, 1.2
5-14, 2021-28, 0.8, 0.0571, 2
5-14, 2021-29, 1.1, 0.0786, 3.1
5-14, 2021-30, 1.6, 0.1143, 4.7
5-14, 2021-31, 3.4, 0.2429, 8.1
5-14, 2021-32, 4, 0.2857, 12.1
5-14, 2021-33, 3.2, 0.2286, 15.3
5-14, 2021-34, -2, -0.2817, 13.3
5-14, 2021-35, 1.4, 0.1, 14.7
5-14, 2021-36, -1.9, -0.2676, 12.8
5-14, 2021-37, 1.7, 0.1214, 14.5
5-14, 2021-38, -1, -0.1408, 13.5
5-14, 2021-39, -0.2, -0.0282, 13.3
5-14, 2021-40, -0.4, -0.0563, 12.9
5-14, 2021-41, 2.9, 0.2071, 15.8
5-14, 2021-42, 4.9, 0.35, 20.7
5-14, 2021-43, -2.7, -0.3803, 18
5-14, 2021-44, 4.5, 0.3214, 22.5
5-14, 2021-45, 3.1, 0.2214, 25.6
5-14, 2021-46, 2.6, 0.1857, 28.2
5-14, 2021-47, 0.4, 0.0286, 28.6
5-14, 2021-48, -0.5, -0.0704, 28.1
5-14, 2021-49, -0.1, -0.0141, 28
5-14, 2021-50, -1.2, -0.169, 26.8
5-14, 2021-51, -3.6, -0.507, 23.2
5-14, 2021-52, 17.8, 1.2714, 41
5-14, 2022-01, -0.2, -0.0282, 40.8
5-14, 2022-02, -11.6, -1.6338, 29.2
5-14, 2022-03, 11.2, 0.8, 40.4
5-14, 2022-04, 16.3, 1.1643, 56.7
5-14, 2022-05, 7.1, 0.5071, 63.8
5-14, 2022-06, -2.3, -0.3239, 61.5
5-14, 2022-07, 1.6, 0.1143, 63.1
5-14, 2022-08, -0.5, -0.0704, 62.6
5-14, 2022-09, 6, 0.4286, 68.6
5-14, 2022-10, -6.9, -0.9718, 61.7
5-14, 2022-11, 1.4, 0.1, 63.1
5-14, 2022-12, -1.6, -0.2254, 61.5
5-14, 2022-13, -5.7, -0.8028, 55.8
5-14, 2022-14, -1.5, -0.2113, 54.3
5-14, 2022-15, 13.5, 0.9643, 67.8
5-14, 2022-16, -3.5, -0.493, 64.3
5-14, 2022-17, -19.6, -2.7606, 44.7
5-14, 2022-18, 15.5, 1.1071, 60.2
5-14, 2022-19, -5.2, -0.7324, 55
5-14, 2022-20, -7.5, -1.0563, 47.5
5-14, 2022-21, -6, -0.8451, 41.5
5-14, 2022-22, -2.6, -0.3662, 38.9
5-14, 2022-23, 14, 1, 52.9
5-14, 2022-24, 5.8, 0.4143, 58.7
5-14, 2022-25, 1, 0.0714, 59.7
5-14, 2022-26, 1.3, 0.0929, 61
5-14, 2022-27, 0.8, 0.0571, 61.8
5-14, 2022-28, 0.9, 0.0643, 62.7
5-14, 2022-29, -2.4, -0.338, 60.3
5-14, 2022-30, -7, -0.9859, 53.3
5-14, 2022-31, -7.1, -1, 46.2
5-14, 2022-32, 4.6, 0.3286, 50.8
5-14, 2022-33, 3.4, 0.2429, 54.2
5-14, 2022-34, -4.6, -0.6479, 49.6
5-14, 2022-35, -5.7, -0.8028, 43.9
5-14, 2022-36, -1.8, -0.2535, 42.1
5-14, 2022-37, 0.9, 0.0643, 43
5-14, 2022-38, 0.1, 0.0071, 43.1
5-14, 2022-39, 3.4, 0.2429, 46.5
5-14, 2022-40, 0.8, 0.0571, 47.3
5-14, 2022-41, -3.2, -0.4507, 44.1
5-14, 2022-42, 2.3, 0.1643, 46.4
5-14, 2022-43, -1.2, -0.169, 45.2
5-14, 2022-44, -2.8, -0.3944, 42.4
5-14, 2022-45, -6.8, -0.9577, 35.6
5-14, 2022-46, -4.7, -0.662, 30.9
5-14, 2022-47, -4.7, -0.662, 26.2
5-14, 2022-48, -4.6, -0.6479, 21.6
5-14, 2022-49, -3.2, -0.4507, 18.4
5-14, 2022-50, 0.4, 0.0286, 18.8
5-14, 2022-51, 3.8, 0.2714, 22.6
5-14, 2022-52, -1.6, -0.2254, 21
5-14, 2023-01, -6.2, -0.8732, 14.8
5-14, 2023-02, 3.6, 0.2571, 18.4
5-14, 2023-03, 3.9, 0.2786, 22.3
5-14, 2023-04, 4.4, 0.3143, 26.7
5-14, 2023-05, -3, -0.4225, 23.7
5-14, 2023-06, -5.6, -0.7887, 18.1
5-14, 2023-07, -3.5, -0.493, 14.6
5-14, 2023-08, -0.1, -0.0141, 14.5
5-14, 2023-09, -1.3, -0.1831, 13.2
5-14, 2023-10, -1.7, -0.2394, 11.5
5-14, 2023-11, 0.7, 0.05, 12.2
5-14, 2023-12, -3.5, -0.493, 8.7
5-14, 2023-13, -1.9, -0.2676, 6.8
5-14, 2023-14, -1.6, -0.2254, 5.2
5-14, 2023-15, -2, -0.2817, 3.2
5-14, 2023-16, 0.6, 0.0429, 3.8
5-14, 2023-17, 1, 0.0714, 4.8
5-14, 2023-18, 0.7, 0.05, 5.5
5-14, 2023-19, -2.9, -0.4085, 2.6
5-14, 2023-20, 0.7, 0.05, 3.3
