Meldedatum, difference, group, quantity, trend, value
2022-06-08, , steigend, 23, , 60.9
2022-06-15, 3.4, steigend, 28, 0.1232, 64.3
2022-06-22, 4.7, steigend, 29, 0.1703, 69
2022-06-29, -13.8, steigend, 29, -0.4452, 55.2
2022-07-06, -20.7, steigend, 29, -0.6677, 34.5
2022-07-13, -6.9, steigend, 29, -0.2226, 27.6
2022-07-20, -6.9, steigend, 29, -0.2226, 20.7
2022-07-27, -20.7, steigend, 29, -0.6677, 
2022-08-03, , steigend, 29, , 
2022-08-10, , steigend, 29, , 
2022-08-17, 3.4, steigend, 29, 0.1232, 3.4
2022-08-24, 10.4, steigend, 29, 0.3768, 13.8
2022-08-31, 3.4, steigend, 29, 0.1232, 17.2
2022-09-07, 6.9, steigend, 29, 0.25, 24.1
2022-09-14, 24.2, steigend, 29, 0.8768, 48.3
2022-09-21, 27.6, steigend, 29, 1, 75.9
2022-09-28, -6.9, steigend, 29, -0.2226, 69
2022-10-05, -17.3, steigend, 29, -0.5581, 51.7
2022-10-12, -31, steigend, 29, -1, 20.7
2022-10-19, -13.8, steigend, 29, -0.4452, 6.9
2022-10-26, , steigend, 29, , 6.9
2022-11-02, 3.4, steigend, 29, 0.1232, 10.3
2022-11-09, 3.5, steigend, 29, 0.1268, 13.8
2022-11-16, -3.5, steigend, 29, -0.1129, 10.3
2022-11-23, , steigend, 29, , 10.3
2022-11-30, 17.3, steigend, 29, 0.6268, 27.6
2022-12-07, 22.4, steigend, 28, 0.8116, 50
2022-12-14, 8.3, steigend, 24, 0.3007, 58.3
2022-12-21, -19.8, steigend, 13, -0.6387, 38.5
