Meldedatum, difference, group, quantity, trend, value
2022-06-08, , steigend, 16, , 81.2
2022-06-15, -14.5, steigend, 18, -0.5513, 66.7
2022-06-22, -3.5, steigend, 19, -0.1331, 63.2
2022-06-29, -15.8, steigend, 19, -0.6008, 47.4
2022-07-06, -15.8, steigend, 19, -0.6008, 31.6
2022-07-13, , steigend, 19, , 31.6
2022-07-20, -15.8, steigend, 19, -0.6008, 15.8
2022-07-27, -15.8, steigend, 19, -0.6008, 
2022-08-03, , steigend, 19, , 
2022-08-10, , steigend, 19, , 
2022-08-17, 5.3, steigend, 19, 0.2015, 5.3
2022-08-24, 5.2, steigend, 19, 0.1977, 10.5
2022-08-31, 5.3, steigend, 19, 0.2015, 15.8
2022-09-07, 21, steigend, 19, 0.7985, 36.8
2022-09-14, 10.6, steigend, 19, 0.403, 47.4
2022-09-21, 26.3, steigend, 19, 1, 73.7
2022-09-28, -5.3, steigend, 19, -0.2015, 68.4
2022-10-05, -26.3, steigend, 19, -1, 42.1
2022-10-12, -19.9, steigend, 18, -0.7567, 22.2
2022-10-19, -22.2, steigend, 18, -0.8441, 
2022-10-26, 5.6, steigend, 18, 0.2129, 5.6
2022-11-02, 0.3, steigend, 17, 0.0114, 5.9
2022-11-09, 14.1, steigend, 5, 0.5361, 20
