Meldedatum, difference, group, quantity, trend, value
2022-06-08, , steigend, 17, , 64.7
2022-06-15, 11.5, steigend, 21, 0.3594, 76.2
2022-06-22, -26.2, steigend, 22, -0.8239, 50
2022-06-29, 4.5, steigend, 22, 0.1406, 54.5
2022-07-06, -18.1, steigend, 22, -0.5692, 36.4
2022-07-13, , steigend, 22, , 36.4
2022-07-20, -4.6, steigend, 22, -0.1447, 31.8
2022-07-27, -27.3, steigend, 22, -0.8585, 4.5
2022-08-03, -4.5, steigend, 22, -0.1415, 
2022-08-10, , steigend, 22, , 
2022-08-17, 13.6, steigend, 22, 0.425, 13.6
2022-08-24, , steigend, 22, , 13.6
2022-08-31, 9.1, steigend, 22, 0.2844, 22.7
2022-09-07, , steigend, 22, , 22.7
2022-09-14, 22.8, steigend, 22, 0.7125, 45.5
2022-09-21, 31.8, steigend, 22, 0.9937, 77.3
2022-09-28, -4.6, steigend, 22, -0.1447, 72.7
2022-10-05, -18.2, steigend, 22, -0.5723, 54.5
2022-10-12, -31.8, steigend, 22, -1, 22.7
2022-10-19, -9.1, steigend, 22, -0.2862, 13.6
2022-10-26, -13.6, steigend, 22, -0.4277, 
2022-11-02, 18.2, steigend, 22, 0.5687, 18.2
2022-11-09, 9.1, steigend, 22, 0.2844, 27.3
2022-11-16, -9.1, steigend, 22, -0.2862, 18.2
2022-11-23, 4.5, steigend, 22, 0.1406, 22.7
2022-11-30, 13.7, steigend, 22, 0.4281, 36.4
2022-12-07, 32, steigend, 19, 1, 68.4
2022-12-14, 6.6, steigend, 8, 0.2062, 75
