Meldedatum, difference, group, quantity, trend, value
2022-06-08, , gleichbleibend, 17, , 29.4
2022-06-15, -5.6, gleichbleibend, 21, -0.1543, 23.8
2022-06-22, 21.7, gleichbleibend, 22, 0.9559, 45.5
2022-06-29, -9.1, gleichbleibend, 22, -0.2507, 36.4
2022-07-06, 22.7, gleichbleibend, 22, 1, 59.1
2022-07-13, -13.6, gleichbleibend, 22, -0.3747, 45.5
2022-07-20, 13.6, gleichbleibend, 22, 0.5991, 59.1
2022-07-27, -4.6, gleichbleibend, 22, -0.1267, 54.5
2022-08-03, -36.3, gleichbleibend, 22, -1, 18.2
2022-08-10, 4.5, gleichbleibend, 22, 0.1982, 22.7
2022-08-17, , gleichbleibend, 22, , 22.7
2022-08-24, 13.7, gleichbleibend, 22, 0.6035, 36.4
2022-08-31, 9.1, gleichbleibend, 22, 0.4009, 45.5
2022-09-07, 9, gleichbleibend, 22, 0.3965, 54.5
2022-09-14, -18.1, gleichbleibend, 22, -0.4986, 36.4
2022-09-21, -13.7, gleichbleibend, 22, -0.3774, 22.7
2022-09-28, 4.6, gleichbleibend, 22, 0.2026, 27.3
2022-10-05, 9.1, gleichbleibend, 22, 0.4009, 36.4
2022-10-12, 18.1, gleichbleibend, 22, 0.7974, 54.5
2022-10-19, -9, gleichbleibend, 22, -0.2479, 45.5
2022-10-26, -13.7, gleichbleibend, 22, -0.3774, 31.8
2022-11-02, 4.6, gleichbleibend, 22, 0.2026, 36.4
2022-11-09, -4.6, gleichbleibend, 22, -0.1267, 31.8
2022-11-16, 13.7, gleichbleibend, 22, 0.6035, 45.5
2022-11-23, -4.6, gleichbleibend, 22, -0.1267, 40.9
2022-11-30, 9.1, gleichbleibend, 22, 0.4009, 50
2022-12-07, -34.2, gleichbleibend, 19, -0.9421, 15.8
2022-12-14, 9.2, gleichbleibend, 8, 0.4053, 25
