Meldedatum, difference, trend, value
2022-09-17, , , 72.73
2022-09-18, , , 70.74
2022-09-19, , , 77.95
2022-09-20, , , 81.51
2022-09-21, , , 81.11
2022-09-22, , , 82.09
2022-09-23, , , 78.38
2022-09-24, 0.6, 0.0793, 73.33
2022-09-25, 2.01, 0.2655, 72.75
2022-09-26, 1.65, 0.218, 79.6
2022-09-27, 1.52, 0.2008, 83.03
2022-09-28, 3.16, 0.4174, 84.27
2022-09-29, 0.91, 0.1202, 83
2022-09-30, 0.25, 0.033, 78.63
2022-10-01, -1.56, -0.1948, 71.77
2022-10-02, -2.84, -0.3546, 69.91
2022-10-03, -8.01, -1, 71.59
2022-10-04, -5.04, -0.6292, 77.99
2022-10-05, -3.04, -0.3795, 81.23
2022-10-06, -0.59, -0.0737, 82.41
2022-10-07, 0.71, 0.0938, 79.34
2022-10-08, 2.71, 0.358, 74.48
2022-10-09, 3.32, 0.4386, 73.23
2022-10-10, 7.57, 1, 79.16
2022-10-11, 4.13, 0.5456, 82.12
2022-10-12, 2.13, 0.2814, 83.36
2022-10-13, -0.34, -0.0424, 82.07
2022-10-14, 0.53, 0.07, 79.87
2022-10-15, -0.87, -0.1086, 73.61
2022-10-16, 0.31, 0.041, 73.54
2022-10-17, -0.17, -0.0212, 78.99
2022-10-18, -0.23, -0.0287, 81.89
