Meldedatum, difference, group, quantity, trend, value
2022-06-08, , steigend, 17, , 58.8
2022-06-15, 7.9, steigend, 21, 0.2904, 66.7
2022-06-22, -7.6, steigend, 22, -0.1532, 59.1
2022-06-29, -4.6, steigend, 22, -0.0927, 54.5
2022-07-06, -22.7, steigend, 22, -0.4577, 31.8
2022-07-13, 9.1, steigend, 22, 0.3346, 40.9
2022-07-20, -13.6, steigend, 22, -0.2742, 27.3
2022-07-27, -27.3, steigend, 22, -0.5504, 
2022-08-03, , steigend, 22, , 
2022-08-10, 4.5, steigend, 22, 0.1654, 4.5
2022-08-17, , steigend, 22, , 4.5
2022-08-24, 4.6, steigend, 22, 0.1691, 9.1
2022-08-31, 9.1, steigend, 22, 0.3346, 18.2
2022-09-07, 9.1, steigend, 22, 0.3346, 27.3
2022-09-14, 27.2, steigend, 22, 1, 54.5
2022-09-21, 22.8, steigend, 22, 0.8382, 77.3
2022-09-28, -4.6, steigend, 22, -0.0927, 72.7
2022-10-05, -13.6, steigend, 22, -0.2742, 59.1
2022-10-12, -49.6, steigend, 21, -1, 9.5
2022-10-19, -4.5, steigend, 20, -0.0907, 5
2022-10-26, -5, steigend, 20, -0.1008, 
2022-11-02, 15.8, steigend, 19, 0.5809, 15.8
2022-11-09, 6.4, steigend, 18, 0.2353, 22.2
2022-11-16, 8.6, steigend, 13, 0.3162, 30.8
